charging_userid,ev_model,station_id,power_consumption,charging_duration,charging_start_time,charging_end_time,charging_start_percentage,charging_end_percentage,charging_rate
U00352,Model_13,S030,45.8,2.81,2024-10-08 00:50:13,2024-10-08 03:38:49,46,100,16.3
U03213,Model_14,S023,15.87,2.32,2024-10-22 00:50:13,2024-10-22 03:09:25,77,83,6.84
U02450,Model_11,S069,10.87,1.26,2024-11-15 00:50:13,2024-11-15 02:05:49,10,97,8.63
U04618,Model_17,S007,20.35,1.49,2024-11-09 00:50:13,2024-11-09 02:19:37,62,82,13.66
U02953,Model_16,S052,23.6,1.99,2024-06-28 00:50:13,2024-06-28 02:49:37,34,96,11.86
U04379,Model_17,S048,3.89,0.73,2024-02-17 00:50:13,2024-02-17 01:34:01,56,100,5.33
U04757,Model_1,S033,7.77,1.15,2024-11-28 00:50:13,2024-11-28 01:59:13,24,67,6.76
U01188,Model_17,S021,34.03,2.74,2024-05-11 00:50:13,2024-05-11 03:34:37,60,94,12.42
U03474,Model_18,S039,37.57,1.84,2024-06-28 00:50:13,2024-06-28 02:40:37,49,88,20.42
U00054,Model_6,S048,4.07,0.58,2024-08-26 00:50:13,2024-08-26 01:25:01,79,84,7.02
U01231,Model_4,S027,37.31,2.45,2024-09-09 00:50:13,2024-09-09 03:17:13,25,60,15.23
U04787,Model_6,S009,10.64,1.62,2024-08-30 00:50:13,2024-08-30 02:27:25,41,45,6.57
U03879,Model_12,S025,13.43,2.73,2024-02-16 00:50:13,2024-02-16 03:34:01,79,100,4.92
U00599,Model_15,S006,25.07,1.85,2024-04-30 00:50:13,2024-04-30 02:41:13,77,94,13.55
U00839,Model_1,S025,32.9,2.16,2024-06-05 00:50:13,2024-06-05 02:59:49,38,85,15.23
U01328,Model_17,S011,25.6,2.39,2024-03-15 00:50:13,2024-03-15 03:13:37,6,87,10.71
U00897,Model_9,S009,10.11,1.03,2024-08-14 00:50:13,2024-08-14 01:52:01,34,91,9.82
U00840,Model_2,S060,5.01,0.83,2024-05-11 00:50:13,2024-05-11 01:40:01,43,46,6.04
U01907,Model_20,S068,6.93,1.02,2024-03-17 00:50:13,2024-03-17 01:51:25,78,96,6.79
U00442,Model_13,S053,55.83,2.85,2024-02-17 00:50:13,2024-02-17 03:41:13,44,55,19.59
U00840,Model_1,S035,12.31,1.1,2024-07-27 00:50:13,2024-07-27 01:56:13,26,82,11.19
U00536,Model_14,S064,6.13,0.76,2024-10-23 00:50:13,2024-10-23 01:35:49,13,99,8.06
U01221,Model_15,S035,32.2,2.75,2024-04-20 00:50:13,2024-04-20 03:35:13,36,61,11.71
U03853,Model_2,S026,14.63,2.33,2024-01-05 00:50:13,2024-01-05 03:10:01,75,96,6.28
U03635,Model_1,S024,33.56,1.56,2024-07-18 00:50:13,2024-07-18 02:23:49,47,93,21.51
U02094,Model_5,S033,23.1,1.62,2024-04-11 00:50:13,2024-04-11 02:27:25,8,42,14.26
U00632,Model_16,S020,13.47,1.4,2024-07-31 00:50:13,2024-07-31 02:14:13,68,86,9.62
U02484,Model_16,S006,11.22,0.56,2024-11-06 00:50:13,2024-11-06 01:23:49,48,77,20.03
U01709,Model_4,S059,8.96,0.5,2024-11-21 00:50:13,2024-11-21 01:20:13,14,82,17.93
U02177,Model_19,S056,2.46,0.72,2024-11-26 00:50:13,2024-11-26 01:33:25,6,95,3.41
U02071,Model_9,S012,44.45,2.04,2023-12-20 00:50:13,2023-12-20 02:52:37,16,77,21.79
U01140,Model_14,S020,8.33,1.39,2024-04-16 00:50:13,2024-04-16 02:13:37,55,73,5.99
U03665,Model_13,S003,48.47,2.74,2024-06-03 00:50:13,2024-06-03 03:34:37,8,24,17.69
U00796,Model_1,S031,8.86,2.67,2024-05-13 00:50:13,2024-05-13 03:30:25,2,20,3.32
U00486,Model_3,S040,24.49,2.06,2024-08-02 00:50:13,2024-08-02 02:53:49,13,73,11.89
U01323,Model_17,S036,12.83,1.77,2024-05-10 00:50:13,2024-05-10 02:36:25,12,74,7.25
U02310,Model_12,S026,38.64,2.79,2024-02-26 00:50:13,2024-02-26 03:37:37,46,54,13.85
U01760,Model_6,S062,14.94,1.12,2024-04-14 00:50:13,2024-04-14 01:57:25,40,47,13.34
U00452,Model_6,S022,5.68,1.88,2024-11-08 00:50:13,2024-11-08 02:43:01,60,70,3.02
U04707,Model_2,S044,13.09,1.3,2024-06-26 00:50:13,2024-06-26 02:08:13,0,24,10.07
U02223,Model_4,S033,21.17,1.16,2024-06-29 00:50:13,2024-06-29 01:59:49,6,30,18.25
U04524,Model_15,S069,49.1,2.62,2024-03-18 00:50:13,2024-03-18 03:27:25,5,69,18.74
U00675,Model_8,S068,47.28,2.52,2024-01-19 00:50:13,2024-01-19 03:21:25,0,57,18.76
U01605,Model_9,S040,34.01,1.57,2024-02-25 00:50:13,2024-02-25 02:24:25,14,22,21.66
U01434,Model_2,S063,31.55,2.51,2024-06-10 00:50:13,2024-06-10 03:20:49,38,71,12.57
U04951,Model_8,S029,59.46,2.73,2024-01-06 00:50:13,2024-01-06 03:34:01,11,72,21.78
U01508,Model_13,S032,6.2,1.25,2024-06-06 00:50:13,2024-06-06 02:05:13,69,82,4.96
U01647,Model_2,S038,33.75,1.61,2024-12-08 00:50:13,2024-12-08 02:26:49,48,87,20.96
U01544,Model_15,S017,20.45,1.5,2024-03-30 00:50:13,2024-03-30 02:20:13,21,81,13.63
U00079,Model_14,S049,4.63,1.01,2024-07-05 00:50:13,2024-07-05 01:50:49,52,57,4.58
U00530,Model_12,S050,7.66,2.38,2024-09-04 00:50:13,2024-09-04 03:13:01,22,87,3.22
U03635,Model_19,S028,40.37,1.94,2024-09-21 00:50:13,2024-09-21 02:46:37,59,83,20.81
U04858,Model_3,S015,30.57,1.62,2024-09-18 00:50:13,2024-09-18 02:27:25,56,96,18.87
U01629,Model_2,S064,14.91,0.97,2024-06-08 00:50:13,2024-06-08 01:48:25,44,84,15.37
U02439,Model_1,S021,12.36,0.99,2023-12-22 00:50:13,2023-12-22 01:49:37,1,22,12.48
U01316,Model_8,S001,6.45,1.3,2024-10-01 00:50:13,2024-10-01 02:08:13,16,29,4.96
U03108,Model_9,S041,4.82,1.06,2024-12-09 00:50:13,2024-12-09 01:53:49,73,78,4.55
U03062,Model_2,S046,16.34,1.98,2024-05-11 00:50:13,2024-05-11 02:49:01,1,36,8.25
U02732,Model_7,S021,24.08,2.83,2024-11-05 00:50:13,2024-11-05 03:40:01,25,67,8.51
U04643,Model_20,S015,11.9,1.48,2024-07-24 00:50:13,2024-07-24 02:19:01,34,40,8.04
U02706,Model_1,S045,24.39,1.35,2024-11-29 00:50:13,2024-11-29 02:11:13,44,52,18.07
U02653,Model_15,S041,14.88,2.97,2024-09-15 00:50:13,2024-09-15 03:48:25,14,91,5.01
U03907,Model_11,S023,32.43,1.92,2024-02-23 00:50:13,2024-02-23 02:45:25,78,96,16.89
U01984,Model_3,S028,7.58,1.71,2024-01-20 00:50:13,2024-01-20 02:32:49,39,78,4.43
U03664,Model_2,S055,37.66,2.04,2024-08-01 00:50:13,2024-08-01 02:52:37,65,89,18.46
U00744,Model_11,S068,21.56,1.4,2024-03-21 00:50:13,2024-03-21 02:14:13,47,74,15.4
U03737,Model_1,S042,7.27,0.57,2024-02-27 00:50:13,2024-02-27 01:24:25,41,81,12.76
U03345,Model_1,S061,3.7,0.71,2024-01-26 00:50:13,2024-01-26 01:32:49,75,86,5.21
U02344,Model_4,S062,9.24,0.77,2024-07-15 00:50:13,2024-07-15 01:36:25,16,29,12.0
U03589,Model_9,S017,15.36,2.3,2024-07-11 00:50:13,2024-07-11 03:08:13,59,78,6.68
U02442,Model_16,S029,11.02,0.56,2024-11-18 00:50:13,2024-11-18 01:23:49,33,38,19.67
U02850,Model_12,S025,34.02,2.13,2024-04-23 00:50:13,2024-04-23 02:58:01,9,95,15.97
U03484,Model_11,S034,4.21,1.08,2024-06-14 00:50:13,2024-06-14 01:55:01,54,95,3.9
U04223,Model_2,S035,36.67,2.17,2024-03-07 00:50:13,2024-03-07 03:00:25,9,51,16.9
U04720,Model_10,S001,36.61,2.35,2024-02-01 00:50:13,2024-02-01 03:11:13,31,47,15.58
U02541,Model_6,S015,16.44,1.95,2024-02-16 00:50:13,2024-02-16 02:47:13,21,57,8.43
U02966,Model_17,S044,5.83,1.32,2024-07-07 00:50:13,2024-07-07 02:09:25,8,41,4.42
U00112,Model_17,S037,21.95,1.6,2024-02-08 00:50:13,2024-02-08 02:26:13,36,54,13.72
U04385,Model_2,S039,19.92,1.65,2024-03-29 00:50:13,2024-03-29 02:29:13,25,89,12.07
U01440,Model_1,S020,24.17,1.15,2024-01-22 00:50:13,2024-01-22 01:59:13,41,53,21.02
U03801,Model_5,S002,13.97,2.84,2024-03-24 00:50:13,2024-03-24 03:40:37,55,59,4.92
U00953,Model_2,S063,21.36,1.3,2024-05-07 00:50:13,2024-05-07 02:08:13,58,71,16.43
U02186,Model_8,S030,30.11,2.48,2024-07-27 00:50:13,2024-07-27 03:19:01,14,76,12.14
U03185,Model_8,S007,16.77,0.81,2024-01-19 00:50:13,2024-01-19 01:38:49,72,90,20.7
U02140,Model_16,S032,24.24,2.02,2024-07-07 00:50:13,2024-07-07 02:51:25,25,89,12.0
U02157,Model_13,S051,39.47,2.64,2024-10-09 00:50:13,2024-10-09 03:28:37,56,72,14.95
U03546,Model_17,S067,18.16,0.97,2024-08-13 00:50:13,2024-08-13 01:48:25,49,60,18.72
U03748,Model_1,S038,18.89,2.62,2024-08-14 00:50:13,2024-08-14 03:27:25,8,91,7.21
U03652,Model_9,S051,9.75,0.92,2024-07-16 00:50:13,2024-07-16 01:45:25,52,83,10.6
U04838,Model_9,S005,20.08,2.41,2024-12-16 00:50:13,2024-12-16 03:14:49,64,86,8.33
U00362,Model_2,S007,15.2,1.48,2024-04-11 00:50:13,2024-04-11 02:19:01,68,99,10.27
U02499,Model_19,S026,51.19,2.69,2024-10-21 00:50:13,2024-10-21 03:31:37,23,97,19.03
U01925,Model_9,S053,13.49,0.79,2024-11-02 00:50:13,2024-11-02 01:37:37,68,74,17.08
U02374,Model_13,S047,58.55,2.9,2024-07-15 00:50:13,2024-07-15 03:44:13,59,93,20.19
U03043,Model_19,S028,24.66,1.5,2024-06-24 00:50:13,2024-06-24 02:20:13,67,88,16.44
U00884,Model_18,S002,9.57,0.75,2024-07-08 00:50:13,2024-07-08 01:35:13,9,75,12.76
U03617,Model_18,S065,23.33,2.87,2024-02-11 00:50:13,2024-02-11 03:42:25,38,85,8.13
U00599,Model_11,S045,8.27,1.59,2024-02-26 00:50:13,2024-02-26 02:25:37,57,92,5.2
U01665,Model_13,S043,3.27,1.05,2024-05-17 00:50:13,2024-05-17 01:53:13,44,57,3.11
U04994,Model_16,S002,49.39,2.99,2024-07-31 00:50:13,2024-07-31 03:49:37,40,100,16.52
U03376,Model_18,S004,2.17,0.68,2024-01-17 00:50:13,2024-01-17 01:31:01,66,87,3.19
U03794,Model_13,S062,15.88,1.49,2024-07-08 00:50:13,2024-07-08 02:19:37,65,70,10.66
U02708,Model_3,S067,9.44,0.73,2024-07-09 00:50:13,2024-07-09 01:34:01,62,85,12.93
U01544,Model_8,S067,14.1,1.12,2024-09-12 00:50:13,2024-09-12 01:57:25,52,59,12.59
U04615,Model_4,S057,5.31,0.53,2024-01-21 00:50:13,2024-01-21 01:22:01,38,79,10.01
U04443,Model_18,S067,10.51,0.54,2024-04-09 00:50:13,2024-04-09 01:22:37,16,100,19.46
U04557,Model_5,S046,24.65,2.17,2024-02-24 00:50:13,2024-02-24 03:00:25,37,59,11.36
U04982,Model_12,S063,3.64,0.75,2024-01-20 00:50:13,2024-01-20 01:35:13,54,58,4.85
U00949,Model_3,S022,14.61,1.04,2024-04-11 00:50:13,2024-04-11 01:52:37,10,83,14.05
U00408,Model_5,S056,11.03,2.75,2024-09-12 00:50:13,2024-09-12 03:35:13,39,66,4.01
U00318,Model_7,S023,18.03,1.13,2024-11-25 00:50:13,2024-11-25 01:58:01,33,64,15.96
U00405,Model_10,S047,23.4,1.45,2024-11-16 00:50:13,2024-11-16 02:17:13,47,71,16.14
U04724,Model_18,S049,46.28,2.51,2024-05-27 00:50:13,2024-05-27 03:20:49,44,80,18.44
U04000,Model_12,S029,16.0,2.25,2024-10-15 00:50:13,2024-10-15 03:05:13,35,58,7.11
U02311,Model_15,S004,15.48,2.66,2024-06-16 00:50:13,2024-06-16 03:29:49,46,81,5.82
U01663,Model_7,S066,24.42,3.0,2024-05-12 00:50:13,2024-05-12 03:50:13,59,87,8.14
U02626,Model_4,S033,51.62,2.79,2024-07-02 00:50:13,2024-07-02 03:37:37,39,94,18.5
U01800,Model_4,S041,16.18,1.11,2024-04-05 00:50:13,2024-04-05 01:56:49,60,99,14.58
U01953,Model_16,S060,12.76,1.53,2024-06-30 00:50:13,2024-06-30 02:22:01,14,32,8.34
U00155,Model_12,S001,23.35,1.17,2023-12-20 00:50:13,2023-12-20 02:00:25,48,100,19.96
U03351,Model_20,S054,41.51,2.18,2024-10-25 00:50:13,2024-10-25 03:01:01,22,46,19.04
U01238,Model_14,S028,48.42,2.83,2024-11-21 00:50:13,2024-11-21 03:40:01,59,93,17.11
U02360,Model_18,S050,15.04,2.87,2024-02-12 00:50:13,2024-02-12 03:42:25,18,29,5.24
U04319,Model_6,S067,22.34,1.38,2024-03-30 00:50:13,2024-03-30 02:13:01,20,95,16.19
U04337,Model_20,S052,13.07,1.75,2024-05-02 00:50:13,2024-05-02 02:35:13,44,87,7.47
U04266,Model_15,S003,21.49,1.19,2024-08-12 00:50:13,2024-08-12 02:01:37,2,99,18.06
U04901,Model_10,S062,8.0,0.52,2024-02-16 00:50:13,2024-02-16 01:21:25,77,80,15.38
U04086,Model_20,S053,34.69,2.33,2024-10-07 00:50:13,2024-10-07 03:10:01,60,92,14.89
U04993,Model_16,S016,37.34,2.46,2024-08-30 00:50:13,2024-08-30 03:17:49,55,78,15.18
U04101,Model_16,S032,24.59,1.24,2024-06-18 00:50:13,2024-06-18 02:04:37,43,54,19.83
U04078,Model_16,S052,9.61,0.74,2024-11-05 00:50:13,2024-11-05 01:34:37,47,68,12.99
U03684,Model_13,S013,36.99,2.89,2024-05-04 00:50:13,2024-05-04 03:43:37,63,72,12.8
U03043,Model_10,S050,35.04,1.71,2024-10-15 00:50:13,2024-10-15 02:32:49,56,88,20.49
U03643,Model_2,S023,54.51,2.89,2024-09-23 00:50:13,2024-09-23 03:43:37,65,87,18.86
U04717,Model_17,S045,10.21,2.1,2024-09-11 00:50:13,2024-09-11 02:56:13,65,93,4.86
U00163,Model_1,S023,20.6,1.51,2024-06-05 00:50:13,2024-06-05 02:20:49,45,91,13.64
U01979,Model_12,S048,28.08,2.34,2024-04-01 00:50:13,2024-04-01 03:10:37,68,76,12.0
U02283,Model_15,S066,38.72,2.42,2024-04-01 00:50:13,2024-04-01 03:15:25,54,66,16.0
U01357,Model_11,S016,27.19,1.46,2024-08-11 00:50:13,2024-08-11 02:17:49,33,56,18.62
U01867,Model_8,S026,58.23,2.79,2024-09-09 00:50:13,2024-09-09 03:37:37,7,39,20.87
U04811,Model_14,S012,16.23,0.91,2024-08-19 00:50:13,2024-08-19 01:44:49,70,96,17.83
U01625,Model_1,S001,11.68,0.56,2024-07-24 00:50:13,2024-07-24 01:23:49,22,53,20.85
U04259,Model_17,S041,10.06,1.34,2024-01-08 00:50:13,2024-01-08 02:10:37,78,79,7.51
U03494,Model_16,S044,10.76,0.81,2024-04-06 00:50:13,2024-04-06 01:38:49,38,93,13.28
U03593,Model_15,S062,20.85,1.63,2024-11-22 00:50:13,2024-11-22 02:28:01,43,82,12.79
U02460,Model_4,S007,15.94,0.95,2024-03-30 00:50:13,2024-03-30 01:47:13,1,47,16.78
U04395,Model_2,S060,62.69,2.92,2024-06-16 00:50:13,2024-06-16 03:45:25,56,97,21.47
U03215,Model_17,S042,28.76,1.82,2024-09-20 00:50:13,2024-09-20 02:39:25,61,88,15.8
U02908,Model_9,S028,25.14,2.9,2024-07-10 00:50:13,2024-07-10 03:44:13,34,36,8.67
U03204,Model_17,S064,10.99,1.53,2024-12-07 00:50:13,2024-12-07 02:22:01,34,89,7.18
U00025,Model_13,S048,29.18,1.66,2024-04-05 00:50:13,2024-04-05 02:29:49,46,89,17.58
U04112,Model_8,S032,2.88,0.66,2024-05-08 00:50:13,2024-05-08 01:29:49,9,100,4.36
U01266,Model_1,S049,14.09,1.24,2024-04-29 00:50:13,2024-04-29 02:04:37,22,48,11.36
U01047,Model_8,S048,40.68,2.11,2024-11-29 00:50:13,2024-11-29 02:56:49,69,77,19.28
U01947,Model_10,S035,44.34,2.61,2024-07-17 00:50:13,2024-07-17 03:26:49,49,92,16.99
U00631,Model_6,S047,23.99,2.56,2024-09-15 00:50:13,2024-09-15 03:23:49,0,87,9.37
U01790,Model_4,S031,19.01,1.06,2023-12-17 00:50:13,2023-12-17 01:53:49,23,30,17.93
U03128,Model_13,S010,10.06,1.32,2024-02-29 00:50:13,2024-02-29 02:09:25,40,77,7.62
U00331,Model_6,S067,7.89,1.5,2024-04-25 00:50:13,2024-04-25 02:20:13,71,99,5.26
U03204,Model_15,S006,28.26,2.84,2024-07-27 00:50:13,2024-07-27 03:40:37,59,85,9.95
U02644,Model_8,S046,16.49,1.53,2024-03-19 00:50:13,2024-03-19 02:22:01,78,87,10.78
U00825,Model_5,S042,26.0,1.48,2024-04-04 00:50:13,2024-04-04 02:19:01,11,57,17.57
U04153,Model_19,S004,34.76,2.51,2024-12-10 00:50:13,2024-12-10 03:20:49,5,47,13.85
U02154,Model_13,S029,6.22,0.8,2024-07-03 00:50:13,2024-07-03 01:38:13,46,90,7.77
U04893,Model_6,S025,10.73,0.53,2024-09-24 00:50:13,2024-09-24 01:22:01,69,75,20.25
U02387,Model_3,S022,32.45,2.89,2024-04-03 00:50:13,2024-04-03 03:43:37,75,89,11.23
U01518,Model_15,S042,10.94,1.66,2024-04-18 00:50:13,2024-04-18 02:29:49,62,91,6.59
U03936,Model_9,S039,31.04,2.18,2024-10-05 00:50:13,2024-10-05 03:01:01,76,82,14.24
U04018,Model_18,S007,29.21,1.82,2024-12-02 00:50:13,2024-12-02 02:39:25,15,26,16.05
U01040,Model_7,S049,10.07,1.53,2024-11-09 00:50:13,2024-11-09 02:22:01,24,75,6.58
U00358,Model_4,S028,31.06,2.16,2024-09-12 00:50:13,2024-09-12 02:59:49,0,12,14.38
U02944,Model_10,S011,34.2,2.74,2024-12-04 00:50:13,2024-12-04 03:34:37,51,58,12.48
U03045,Model_13,S024,33.72,2.52,2024-04-17 00:50:13,2024-04-17 03:21:25,75,76,13.38
U02331,Model_5,S016,20.19,1.6,2024-10-27 00:50:13,2024-10-27 02:26:13,48,52,12.62
U01980,Model_14,S030,12.65,1.83,2024-03-26 00:50:13,2024-03-26 02:40:01,5,39,6.91
U02711,Model_19,S052,7.74,1.59,2024-05-02 00:50:13,2024-05-02 02:25:37,32,50,4.87
U03441,Model_10,S057,25.15,1.69,2024-02-11 00:50:13,2024-02-11 02:31:37,60,73,14.88
U04399,Model_20,S063,22.62,1.51,2024-06-01 00:50:13,2024-06-01 02:20:49,13,52,14.98
U03320,Model_8,S032,36.0,2.33,2024-11-18 00:50:13,2024-11-18 03:10:01,48,78,15.45
U00433,Model_6,S009,53.09,2.61,2024-11-11 00:50:13,2024-11-11 03:26:49,66,77,20.34
U00056,Model_8,S053,17.34,2.89,2024-03-21 00:50:13,2024-03-21 03:43:37,58,87,6.0
U02909,Model_7,S059,13.25,1.16,2024-06-12 00:50:13,2024-06-12 01:59:49,15,62,11.42
U03963,Model_15,S020,28.08,2.44,2024-11-07 00:50:13,2024-11-07 03:16:37,66,77,11.51
U01337,Model_5,S055,8.1,1.92,2024-02-27 00:50:13,2024-02-27 02:45:25,26,57,4.22
U00901,Model_20,S059,8.02,0.97,2024-04-17 00:50:13,2024-04-17 01:48:25,5,76,8.27
U01248,Model_5,S048,19.43,2.31,2024-07-10 00:50:13,2024-07-10 03:08:49,44,47,8.41
U04897,Model_12,S009,9.0,2.4,2024-12-05 00:50:13,2024-12-05 03:14:13,34,70,3.75
U03227,Model_13,S061,32.47,2.61,2024-01-10 00:50:13,2024-01-10 03:26:49,17,82,12.44
U01878,Model_7,S052,8.3,0.85,2023-12-20 00:50:13,2023-12-20 01:41:13,42,46,9.76
U01828,Model_13,S052,12.06,1.29,2024-07-26 00:50:13,2024-07-26 02:07:37,53,92,9.35
U00626,Model_6,S037,6.38,1.87,2024-07-14 00:50:13,2024-07-14 02:42:25,63,99,3.41
U02423,Model_7,S018,8.76,2.68,2024-12-02 00:50:13,2024-12-02 03:31:01,13,62,3.27
U02238,Model_8,S049,36.56,2.81,2024-03-12 00:50:13,2024-03-12 03:38:49,76,77,13.01
U04622,Model_20,S010,11.18,0.69,2024-07-06 00:50:13,2024-07-06 01:31:37,71,92,16.21
U02442,Model_6,S059,4.92,1.64,2024-07-28 00:50:13,2024-07-28 02:28:37,6,17,3.0
U02027,Model_8,S059,22.54,1.65,2024-02-04 00:50:13,2024-02-04 02:29:13,24,60,13.66
U04974,Model_1,S061,26.58,1.78,2024-01-15 00:50:13,2024-01-15 02:37:01,5,14,14.93
U00175,Model_4,S063,23.69,1.32,2024-12-04 00:50:13,2024-12-04 02:09:25,65,80,17.95
U03264,Model_11,S037,19.41,1.52,2024-08-06 00:50:13,2024-08-06 02:21:25,74,98,12.77
U04371,Model_15,S050,37.77,1.9,2024-11-07 00:50:13,2024-11-07 02:44:13,15,25,19.88
U02126,Model_3,S070,53.54,2.94,2024-10-14 00:50:13,2024-10-14 03:46:37,67,70,18.21
U00107,Model_16,S052,20.9,1.57,2024-08-07 00:50:13,2024-08-07 02:24:25,10,60,13.31
U01919,Model_1,S032,5.16,1.18,2024-07-21 00:50:13,2024-07-21 02:01:01,12,55,4.37
U04834,Model_20,S019,15.09,1.98,2024-07-26 00:50:13,2024-07-26 02:49:01,64,93,7.62
U00074,Model_8,S021,2.26,0.68,2024-02-02 00:50:13,2024-02-02 01:31:01,14,18,3.33
U04502,Model_5,S046,2.76,0.61,2024-08-17 00:50:13,2024-08-17 01:26:49,59,75,4.52
U01013,Model_11,S038,34.63,1.88,2024-09-07 00:50:13,2024-09-07 02:43:01,71,75,18.42
U00971,Model_14,S045,4.75,0.78,2024-04-11 00:50:13,2024-04-11 01:37:01,17,67,6.09
U00247,Model_10,S066,12.73,0.6,2024-08-12 00:50:13,2024-08-12 01:26:13,75,86,21.21
U02539,Model_19,S069,12.04,1.62,2024-05-20 00:50:13,2024-05-20 02:27:25,62,91,7.43
U03603,Model_17,S004,17.56,0.99,2024-01-30 00:50:13,2024-01-30 01:49:37,48,70,17.74
U01495,Model_18,S063,18.59,1.26,2024-02-08 00:50:13,2024-02-08 02:05:49,66,97,14.75
U01578,Model_12,S038,37.09,2.76,2024-09-13 00:50:13,2024-09-13 03:35:49,14,46,13.44
U02085,Model_14,S053,29.34,1.85,2024-08-03 00:50:13,2024-08-03 02:41:13,16,46,15.86
U04504,Model_15,S032,15.55,1.3,2024-04-30 00:50:13,2024-04-30 02:08:13,26,32,11.96
U00161,Model_17,S028,35.43,2.89,2024-09-17 00:50:13,2024-09-17 03:43:37,51,73,12.26
U03791,Model_19,S045,17.52,0.87,2024-10-22 00:50:13,2024-10-22 01:42:25,73,82,20.14
U01932,Model_8,S003,14.15,1.48,2024-10-11 00:50:13,2024-10-11 02:19:01,9,90,9.56
U01468,Model_14,S023,7.96,1.15,2024-11-19 00:50:13,2024-11-19 01:59:13,3,65,6.92
U04359,Model_18,S052,50.65,2.33,2024-02-12 00:50:13,2024-02-12 03:10:01,11,48,21.74
U01724,Model_13,S021,3.71,0.55,2024-08-30 00:50:13,2024-08-30 01:23:13,40,82,6.75
U00900,Model_17,S048,43.0,2.04,2024-10-22 00:50:13,2024-10-22 02:52:37,72,74,21.08
U03774,Model_18,S002,17.38,0.91,2024-05-15 00:50:13,2024-05-15 01:44:49,71,75,19.1
U04678,Model_18,S021,14.66,2.66,2024-09-13 00:50:13,2024-09-13 03:29:49,48,70,5.51
U01280,Model_20,S038,41.81,2.61,2024-02-28 00:50:13,2024-02-28 03:26:49,30,38,16.02
U02843,Model_7,S060,43.96,2.56,2024-12-12 00:50:13,2024-12-12 03:23:49,38,71,17.17
U01762,Model_2,S054,9.14,1.11,2024-08-21 00:50:13,2024-08-21 01:56:49,57,80,8.23
U01383,Model_4,S021,10.66,1.57,2024-07-30 00:50:13,2024-07-30 02:24:25,55,57,6.79
U00824,Model_8,S015,12.46,0.73,2024-11-25 00:50:13,2024-11-25 01:34:01,58,97,17.07
U03740,Model_8,S021,17.61,2.99,2024-12-04 00:50:13,2024-12-04 03:49:37,79,94,5.89
U01274,Model_2,S017,28.61,2.37,2024-07-29 00:50:13,2024-07-29 03:12:25,2,83,12.07
U03607,Model_17,S035,16.09,2.98,2024-02-04 00:50:13,2024-02-04 03:49:01,61,78,5.4
U01424,Model_18,S011,27.11,1.81,2024-06-08 00:50:13,2024-06-08 02:38:49,21,36,14.98
U02119,Model_2,S033,26.25,2.98,2024-07-11 00:50:13,2024-07-11 03:49:01,18,26,8.81
U02101,Model_6,S043,14.94,0.8,2024-05-22 00:50:13,2024-05-22 01:38:13,9,84,18.68
U02152,Model_5,S055,9.51,1.28,2024-07-06 00:50:13,2024-07-06 02:07:01,45,81,7.43
U00843,Model_5,S068,7.02,2.0,2023-12-29 00:50:13,2023-12-29 02:50:13,66,72,3.51
U00966,Model_9,S011,37.54,2.15,2024-08-16 00:50:13,2024-08-16 02:59:13,80,97,17.46
U03412,Model_6,S044,20.59,1.48,2024-10-13 00:50:13,2024-10-13 02:19:01,48,81,13.91
U01659,Model_14,S057,26.33,1.21,2024-04-07 00:50:13,2024-04-07 02:02:49,15,96,21.76
U04172,Model_19,S059,47.46,2.17,2024-05-28 00:50:13,2024-05-28 03:00:25,61,96,21.87
U02140,Model_10,S045,40.11,2.66,2024-10-06 00:50:13,2024-10-06 03:29:49,3,40,15.08
U00497,Model_13,S047,13.63,2.46,2024-05-15 00:50:13,2024-05-15 03:17:49,1,61,5.54
U04397,Model_4,S054,27.04,1.46,2024-06-12 00:50:13,2024-06-12 02:17:49,32,90,18.52
U03230,Model_12,S066,8.06,0.93,2024-08-02 00:50:13,2024-08-02 01:46:01,52,61,8.67
U04802,Model_6,S023,38.13,2.58,2024-09-09 00:50:13,2024-09-09 03:25:01,21,98,14.78
U02428,Model_16,S048,6.53,0.52,2024-10-16 00:50:13,2024-10-16 01:21:25,77,82,12.55
U03069,Model_1,S057,14.99,0.84,2024-02-20 00:50:13,2024-02-20 01:40:37,48,66,17.85
U00446,Model_8,S034,13.68,1.28,2024-04-07 00:50:13,2024-04-07 02:07:01,60,74,10.69
U00166,Model_11,S040,16.64,2.37,2024-08-17 00:50:13,2024-08-17 03:12:25,47,53,7.02
U04167,Model_12,S052,28.3,2.85,2024-11-01 00:50:13,2024-11-01 03:41:13,57,92,9.93
U03217,Model_4,S064,18.68,2.9,2024-05-22 00:50:13,2024-05-22 03:44:13,49,90,6.44
U01914,Model_17,S032,20.78,1.11,2024-05-18 00:50:13,2024-05-18 01:56:49,25,69,18.72
U02790,Model_7,S011,36.32,2.54,2024-01-24 00:50:13,2024-01-24 03:22:37,27,49,14.3
U01384,Model_18,S006,34.98,1.82,2024-04-09 00:50:13,2024-04-09 02:39:25,26,91,19.22
U01475,Model_5,S011,42.76,2.32,2024-03-26 00:50:13,2024-03-26 03:09:25,19,67,18.43
U04300,Model_11,S064,13.38,1.77,2024-09-29 00:50:13,2024-09-29 02:36:25,7,30,7.56
U04674,Model_6,S023,6.99,0.87,2024-06-18 00:50:13,2024-06-18 01:42:25,3,25,8.03
